Time,Node,Stock,Action,Demand,Delivery,Reward
36,A,36.0,0.0,8.0,0.0,289.0
36,B,55.0,0.0,9.0,0.0,289.0
36,C,11.0,0.0,0.0,0.0,289.0
37,A,23.0,0.0,13.0,0.0,215.5
37,B,55.0,0.0,0.0,0.0,215.5
37,C,11.0,0.0,0.0,0.0,215.5
38,A,23.0,15.0,0.0,0.0,-51.0
38,B,55.0,0.0,0.0,0.0,-51.0
38,C,11.0,0.0,0.0,0.0,-51.0
39,A,8.0,15.0,15.0,0.0,-620.5
39,B,49.0,0.0,6.0,0.0,-620.5
39,C,11.0,0.0,14.0,0.0,-620.5
40,A,8.0,15.0,0.0,0.0,322.0
40,B,31.0,0.0,18.0,0.0,322.0
40,C,11.0,15.0,0.0,0.0,322.0
41,A,17.0,15.0,6.0,15.0,440.0
41,B,13.0,15.0,18.0,0.0,440.0
41,C,11.0,15.0,0.0,0.0,440.0
42,A,21.0,15.0,11.0,15.0,-822.0
42,B,13.0,15.0,0.0,0.0,-822.0
42,C,11.0,15.0,16.0,0.0,-822.0
43,A,25.0,15.0,11.0,15.0,455.5
43,B,13.0,15.0,0.0,0.0,455.5
43,C,12.0,15.0,0.0,15.0,455.5
44,A,40.0,15.0,0.0,15.0,267.5
44,B,28.0,15.0,0.0,15.0,267.5
44,C,11.0,0.0,0.0,15.0,267.5
45,A,55.0,0.0,0.0,15.0,266.0
45,B,38.0,0.0,5.0,15.0,266.0
45,C,15.0,0.0,11.0,15.0,266.0
46,A,64.0,0.0,6.0,15.0,354.0
46,B,38.0,0.0,15.0,15.0,354.0
46,C,30.0,0.0,0.0,15.0,354.0
47,A,72.0,0.0,7.0,15.0,226.5
47,B,45.0,0.0,8.0,15.0,226.5
47,C,30.0,0.0,0.0,0.0,226.5
48,A,72.0,0.0,0.0,0.0,254.5
48,B,45.0,0.0,0.0,0.0,254.5
48,C,14.0,0.0,16.0,0.0,254.5
49,A,72.0,0.0,0.0,0.0,262.5
49,B,33.0,0.0,12.0,0.0,262.5
49,C,10.0,0.0,4.0,0.0,262.5
50,A,59.0,0.0,13.0,0.0,373.0
50,B,25.0,0.0,8.0,0.0,373.0
50,C,10.0,0.0,0.0,0.0,373.0
51,A,59.0,0.0,0.0,0.0,383.5
51,B,14.0,0.0,11.0,0.0,383.5
51,C,0.0,0.0,10.0,0.0,383.5
52,A,59.0,15.0,0.0,0.0,-1056.0
52,B,14.0,15.0,0.0,0.0,-1056.0
52,C,0.0,15.0,7.0,0.0,-1056.0
