Time,Node,Stock,Action,Demand,Delivery,Reward
36,B,0.0,15.0,0.0,0.0,108.0
36,C,51.0,0.0,0.0,0.0,108.0
37,A,77.0,0.0,3.0,0.0,-792.5
37,B,4.0,15.0,16.0,15.0,-792.5
37,C,51.0,0.0,0.0,0.0,-792.5
38,A,77.0,0.0,0.0,0.0,166.0
38,B,7.0,15.0,3.0,15.0,166.0
38,C,51.0,0.0,0.0,0.0,166.0
39,A,77.0,0.0,0.0,0.0,144.0
39,B,11.0,15.0,11.0,15.0,144.0
39,C,51.0,0.0,0.0,0.0,144.0
40,A,77.0,0.0,0.0,0.0,353.5
40,B,10.0,0.0,0.0,15.0,353.5
40,C,46.0,0.0,5.0,0.0,353.5
41,A,64.0,0.0,13.0,0.0,561.5
41,B,17.0,0.0,8.0,15.0,561.5
41,C,36.0,0.0,10.0,0.0,561.5
42,A,64.0,0.0,0.0,0.0,385.0
42,B,17.0,0.0,15.0,15.0,385.0
42,C,29.0,0.0,7.0,0.0,385.0
43,A,56.0,0.0,8.0,0.0,109.0
43,B,17.0,0.0,0.0,0.0,109.0
43,C,29.0,0.0,0.0,0.0,109.0
44,A,56.0,15.0,0.0,0.0,65.5
44,B,17.0,0.0,0.0,0.0,65.5
44,C,23.0,0.0,6.0,0.0,65.5
45,A,53.0,15.0,3.0,0.0,123.5
45,B,11.0,0.0,6.0,0.0,123.5
45,C,23.0,15.0,0.0,0.0,123.5
46,A,53.0,15.0,0.0,0.0,456.0
46,B,0.0,0.0,11.0,0.0,456.0
46,C,9.0,15.0,14.0,0.0,456.0
47,A,68.0,15.0,0.0,15.0,-2058.0
47,B,0.0,15.0,5.0,0.0,-2058.0
47,C,9.0,15.0,16.0,0.0,-2058.0
48,A,83.0,15.0,0.0,15.0,255.0
48,B,0.0,15.0,0.0,0.0,255.0
48,C,8.0,15.0,0.0,15.0,255.0
49,A,90.0,15.0,8.0,15.0,90.5
49,B,0.0,0.0,0.0,0.0,90.5
49,C,23.0,15.0,0.0,15.0,90.5
50,A,92.0,0.0,13.0,15.0,461.5
50,B,10.0,15.0,0.0,15.0,461.5
50,C,29.0,15.0,9.0,15.0,461.5
51,A,102.0,0.0,5.0,15.0,240.0
51,B,14.0,0.0,11.0,15.0,240.0
51,C,44.0,0.0,0.0,15.0,240.0
52,A,117.0,0.0,0.0,15.0,-54.0
52,B,12.0,0.0,2.0,0.0,-54.0
52,C,59.0,0.0,0.0,15.0,-54.0
