73,A,340.0,0,12.0,0,-3428.74,-194180.12,False
73,B,535.0,0,0.0,0,-3428.74,-194180.12,False
73,C,257.0,0,13.0,0,-3428.74,-194180.12,False
74,A,339.0,0,16.0,15,-4793.95,-198974.07,False
74,B,535.0,0,0.0,0,-4793.95,-198974.07,False
74,C,307.0,0,0.0,50,-4793.95,-198974.07,False
75,A,319.0,15,20.0,0,-3828.8100000000004,-202802.88,False
75,B,544.0,0,6.0,15,-3828.8100000000004,-202802.88,False
75,C,322.0,15,0.0,15,-3828.8100000000004,-202802.88,False
76,A,319.0,0,0.0,0,-4700.26,-207503.14,False
76,B,536.0,0,8.0,0,-4700.26,-207503.14,False
76,C,313.0,0,9.0,0,-4700.26,-207503.14,False
77,A,319.0,0,0.0,0,-3454.370000000001,-210957.51,False
77,B,526.0,0,10.0,0,-3454.370000000001,-210957.51,False
77,C,300.0,0,13.0,0,-3454.370000000001,-210957.51,False
78,A,334.0,15,0.0,15,-4629.39,-215586.90000000002,False
78,B,518.0,15,8.0,0,-4629.39,-215586.90000000002,False
78,C,303.0,15,12.0,15,-4629.39,-215586.90000000002,False
79,A,324.0,0,10.0,0,-3248.04,-218834.94000000003,False
79,B,508.0,15,10.0,0,-3248.04,-218834.94000000003,False
79,C,292.0,15,11.0,0,-3248.04,-218834.94000000003,False
80,A,324.0,0,0.0,0,-4120.740000000001,-222955.68000000002,False
80,B,497.0,0,11.0,0,-4120.740000000001,-222955.68000000002,False
80,C,283.0,0,9.0,0,-4120.740000000001,-222955.68000000002,False
81,A,339.0,0,0.0,15,-3658.6900000000005,-226614.37000000002,False
81,B,512.0,0,0.0,15,-3658.6900000000005,-226614.37000000002,False
81,C,298.0,0,0.0,15,-3658.6900000000005,-226614.37000000002,False
82,A,329.0,0,10.0,0,-4613.210000000001,-231227.58000000002,False
82,B,519.0,0,8.0,15,-4613.210000000001,-231227.58000000002,False
82,C,313.0,15,0.0,15,-4613.210000000001,-231227.58000000002,False
83,A,329.0,50,0.0,0,-3885.710000000001,-235113.29,False
83,B,519.0,15,0.0,0,-3885.710000000001,-235113.29,False
83,C,313.0,15,0.0,0,-3885.710000000001,-235113.29,False
84,A,329.0,0,0.0,0,-4714.99,-239828.28,False
84,B,517.0,0,2.0,0,-4714.99,-239828.28,False
84,C,313.0,0,0.0,0,-4714.99,-239828.28,False
85,A,324.0,0,5.0,0,-3748.49,-243576.77,False
85,B,517.0,0,0.0,0,-3748.49,-243576.77,False
85,C,328.0,0,0.0,15,-3748.49,-243576.77,False
86,A,374.0,15,0.0,50,-5480.49,-249057.25999999998,False
86,B,532.0,0,0.0,15,-5480.49,-249057.25999999998,False
86,C,343.0,15,0.0,15,-5480.49,-249057.25999999998,False
87,A,374.0,0,0.0,0,-4271.25,-253328.50999999998,False
87,B,532.0,0,0.0,0,-4271.25,-253328.50999999998,False
87,C,335.0,0,8.0,0,-4271.25,-253328.50999999998,False
88,A,374.0,0,0.0,0,-5317.89,-258646.4,False
88,B,532.0,0,0.0,0,-5317.89,-258646.4,False
88,C,333.0,0,2.0,0,-5317.89,-258646.4,False
89,A,389.0,15,0.0,15,-4565.59,-263211.99,False
89,B,533.0,15,-1.0,0,-4565.59,-263211.99,False
89,C,343.0,0,5.0,15,-4565.59,-263211.99,False
90,A,382.0,0,7.0,0,-5406.62,-268618.61,False
90,B,533.0,0,0.0,0,-5406.62,-268618.61,False
90,C,343.0,0,0.0,0,-5406.62,-268618.61,False
91,A,382.0,0,0.0,0,-4373.57,-272992.18,False
91,B,528.0,0,5.0,0,-4373.57,-272992.18,False
91,C,343.0,0,0.0,0,-4373.57,-272992.18,False
92,A,397.0,0,0.0,15,-5583.54,-278575.72,False
92,B,543.0,0,0.0,15,-5583.54,-278575.72,False
92,C,336.0,0,7.0,0,-5583.54,-278575.72,False
93,A,397.0,15,0.0,0,-4566.240000000001,-283141.95999999996,False
93,B,537.0,0,6.0,0,-4566.240000000001,-283141.95999999996,False
93,C,336.0,0,0.0,0,-4566.240000000001,-283141.95999999996,False
94,A,397.0,0,0.0,0,-5588.740000000001,-288730.69999999995,False
94,B,537.0,0,0.0,0,-5588.740000000001,-288730.69999999995,False
94,C,336.0,0,0.0,0,-5588.740000000001,-288730.69999999995,False
95,A,397.0,0,0.0,0,-4588.740000000001,-293319.43999999994,False
95,B,537.0,0,0.0,0,-4588.740000000001,-293319.43999999994,False
95,C,336.0,0,0.0,0,-4588.740000000001,-293319.43999999994,False
