Time,Node,Stock,Action,Demand,Delivery,Reward
1,A,30.0,0.0,0.0,0.0,0.0
1,B,28.0,0.0,0.0,0.0,0.0
1,C,32.0,0.0,0.0,0.0,0.0
2,A,30.0,50.0,0.0,0.0,191.5
2,B,15.0,50.0,13.0,0.0,191.5
2,C,32.0,50.0,0.0,0.0,191.5
3,A,24.0,50.0,6.0,0.0,54.5
3,B,15.0,50.0,0.0,0.0,54.5
3,C,32.0,50.0,0.0,0.0,54.5
4,A,24.0,50.0,0.0,0.0,98.5
4,B,13.0,50.0,2.0,0.0,98.5
4,C,26.0,50.0,6.0,0.0,98.5
5,A,64.0,50.0,10.0,50.0,314.5
5,B,63.0,50.0,0.0,50.0,314.5
5,C,64.0,50.0,12.0,50.0,314.5
6,A,114.0,50.0,0.0,50.0,-16.0
6,B,113.0,50.0,0.0,50.0,-16.0
6,C,105.0,50.0,9.0,50.0,-16.0
7,A,158.0,50.0,6.0,50.0,16.0
7,B,163.0,50.0,0.0,50.0,16.0
7,C,147.0,50.0,8.0,50.0,16.0
8,A,208.0,50.0,0.0,50.0,-52.0
8,B,199.0,50.0,14.0,50.0,-52.0
8,C,197.0,50.0,0.0,50.0,-52.0
9,A,258.0,50.0,0.0,50.0,-120.0
9,B,235.0,50.0,14.0,50.0,-120.0
9,C,247.0,50.0,0.0,50.0,-120.0
10,A,308.0,50.0,0.0,50.0,-372.5
10,B,285.0,50.0,0.0,50.0,-372.5
10,C,292.0,50.0,5.0,50.0,-372.5
11,A,354.0,50.0,4.0,50.0,-158.0
11,B,320.0,50.0,15.0,50.0,-158.0
11,C,342.0,50.0,0.0,50.0,-158.0
12,A,392.0,50.0,12.0,50.0,-100.5
12,B,366.0,50.0,4.0,50.0,-100.5
12,C,383.0,50.0,9.0,50.0,-100.5
13,A,435.0,50.0,7.0,50.0,-245.0
13,B,406.0,50.0,10.0,50.0,-245.0
13,C,429.0,50.0,4.0,50.0,-245.0
14,A,479.0,50.0,6.0,50.0,-617.0
14,B,456.0,50.0,0.0,50.0,-617.0
14,C,479.0,50.0,0.0,50.0,-617.0
15,A,524.0,50.0,5.0,50.0,-299.5
15,B,495.0,50.0,11.0,50.0,-299.5
15,C,520.0,50.0,9.0,50.0,-299.5
16,A,564.0,50.0,10.0,50.0,-669.5
16,B,545.0,50.0,0.0,50.0,-669.5
16,C,570.0,50.0,0.0,50.0,-669.5
17,A,611.0,50.0,3.0,50.0,-883.0
17,B,595.0,50.0,0.0,50.0,-883.0
17,C,620.0,50.0,0.0,50.0,-883.0
18,A,661.0,50.0,0.0,50.0,-587.5
18,B,636.0,50.0,9.0,50.0,-587.5
18,C,658.0,50.0,12.0,50.0,-587.5
19,A,710.0,50.0,1.0,50.0,-918.5
19,B,679.0,50.0,7.0,50.0,-918.5
19,C,708.0,50.0,0.0,50.0,-918.5
20,A,745.0,50.0,15.0,50.0,-251.5
20,B,714.0,50.0,15.0,50.0,-251.5
20,C,744.0,50.0,14.0,50.0,-251.5
21,A,795.0,50.0,0.0,50.0,-694.0
21,B,752.0,50.0,12.0,50.0,-694.0
21,C,781.0,50.0,13.0,50.0,-694.0
22,A,845.0,50.0,0.0,50.0,-1269.0
22,B,802.0,50.0,0.0,50.0,-1269.0
22,C,831.0,50.0,0.0,50.0,-1269.0
23,A,887.0,50.0,8.0,50.0,-1180.0
23,B,852.0,50.0,0.0,50.0,-1180.0
23,C,881.0,50.0,0.0,50.0,-1180.0
24,A,929.0,50.0,8.0,50.0,-1251.0
24,B,902.0,50.0,0.0,50.0,-1251.0
24,C,931.0,50.0,0.0,50.0,-1251.0
25,A,979.0,50.0,0.0,50.0,-1486.0
25,B,952.0,50.0,0.0,50.0,-1486.0
25,C,981.0,50.0,0.0,50.0,-1486.0
26,A,1018.0,50.0,11.0,50.0,-1171.5
26,B,1002.0,50.0,0.0,50.0,-1171.5
26,C,1023.0,50.0,8.0,50.0,-1171.5
27,A,1053.0,50.0,15.0,50.0,-1093.5
27,B,1052.0,50.0,0.0,50.0,-1093.5
27,C,1062.0,50.0,11.0,50.0,-1093.5
28,A,1087.0,50.0,16.0,50.0,-1217.0
28,B,1102.0,50.0,0.0,50.0,-1217.0
28,C,1105.0,50.0,7.0,50.0,-1217.0
29,A,1121.0,50.0,16.0,50.0,-1424.0
29,B,1152.0,50.0,0.0,50.0,-1424.0
29,C,1155.0,50.0,0.0,50.0,-1424.0
30,A,1171.0,50.0,0.0,50.0,-1696.0
30,B,1202.0,50.0,0.0,50.0,-1696.0
30,C,1199.0,50.0,6.0,50.0,-1696.0
31,A,1221.0,50.0,0.0,50.0,-1768.0
31,B,1246.0,50.0,6.0,50.0,-1768.0
31,C,1249.0,50.0,0.0,50.0,-1768.0
32,A,1271.0,50.0,0.0,50.0,-1840.0
32,B,1290.0,50.0,6.0,50.0,-1840.0
32,C,1299.0,50.0,0.0,50.0,-1840.0
33,A,1309.0,50.0,12.0,50.0,-1789.0
33,B,1340.0,50.0,0.0,50.0,-1789.0
33,C,1349.0,50.0,0.0,50.0,-1789.0
34,A,1359.0,50.0,0.0,50.0,-1776.0
