Time,Node,Stock,Action,Demand,Delivery,Reward,Backlog
1,A,30.0,0.0,0.0,0.0,0.0,False
1,B,28.0,0.0,0.0,0.0,0.0,False
1,C,32.0,0.0,0.0,0.0,0.0,False
2,A,23.0,0.0,7.0,0.0,158.4,False
2,B,28.0,0.0,0.0,0.0,158.4,False
2,C,32.0,0.0,0.0,0.0,158.4,False
3,A,23.0,0.0,0.0,0.0,-16.6,False
3,B,28.0,0.0,0.0,0.0,-16.6,False
3,C,32.0,0.0,0.0,0.0,-16.6,False
4,A,12.0,0.0,11.0,0.0,512.6,False
4,B,18.0,0.0,10.0,0.0,512.6,False
4,C,32.0,0.0,0.0,0.0,512.6,False
5,A,12.0,0.0,0.0,0.0,-12.4,False
5,B,18.0,0.0,0.0,0.0,-12.4,False
5,C,32.0,0.0,0.0,0.0,-12.4,False
6,A,12.0,0.0,0.0,0.0,138.8,False
6,B,18.0,0.0,0.0,0.0,138.8,False
6,C,26.0,0.0,6.0,0.0,138.8,False
7,A,12.0,0.0,0.0,0.0,266.0,False
7,B,18.0,0.0,0.0,0.0,266.0,False
7,C,15.0,0.0,11.0,0.0,266.0,False
8,A,12.0,0.0,0.0,0.0,-9.0,False
8,B,18.0,0.0,0.0,0.0,-9.0,False
8,C,15.0,0.0,0.0,0.0,-9.0,False
9,A,12.0,0.0,0.0,0.0,-9.0,False
9,B,18.0,0.0,0.0,0.0,-9.0,False
9,C,15.0,0.0,0.0,0.0,-9.0,False
10,A,12.0,0.0,0.0,0.0,-9.0,False
10,B,18.0,0.0,0.0,0.0,-9.0,False
10,C,15.0,0.0,0.0,0.0,-9.0,False
11,A,12.0,0.0,0.0,0.0,117.0,False
11,B,18.0,0.0,0.0,0.0,117.0,False
11,C,10.0,0.0,5.0,0.0,117.0,False
12,A,0.0,0.0,12.0,0.0,294.38,False
12,B,18.0,0.0,0.0,0.0,294.38,False
12,C,10.0,0.0,14.0,0.0,294.38,True
13,A,0.0,0.0,0.0,0.0,170.8,False
13,B,18.0,0.0,0.0,0.0,170.8,False
13,C,3.0,0.0,7.0,0.0,170.8,True
14,A,0.0,0.0,10.0,0.0,146.98,True
14,B,12.0,0.0,6.0,0.0,146.98,False
14,C,3.0,0.0,0.0,0.0,146.98,True
15,A,0.0,0.0,7.0,0.0,-3.0400000000000005,True
15,B,12.0,0.0,0.0,0.0,-3.0400000000000005,False
15,C,3.0,0.0,10.0,0.0,-3.0400000000000005,True
16,A,0.0,0.0,0.0,0.0,-3.0000000000000004,True
16,B,12.0,0.0,0.0,0.0,-3.0000000000000004,False
16,C,3.0,0.0,0.0,0.0,-3.0000000000000004,True
17,A,0.0,0.0,0.0,0.0,198.6,True
17,B,4.0,0.0,8.0,0.0,198.6,False
17,C,3.0,0.0,0.0,0.0,198.6,True
18,A,0.0,0.0,0.0,0.0,-1.4200000000000002,True
18,B,4.0,0.0,8.0,0.0,-1.4200000000000002,True
18,C,3.0,0.0,0.0,0.0,-1.4200000000000002,True
19,A,0.0,0.0,12.0,0.0,-1.4400000000000002,True
19,B,4.0,0.0,0.0,0.0,-1.4400000000000002,True
19,C,3.0,0.0,8.0,0.0,-1.4400000000000002,True
20,A,0.0,0.0,0.0,0.0,-1.4000000000000001,True
20,B,4.0,0.0,0.0,0.0,-1.4000000000000001,True
20,C,3.0,0.0,0.0,0.0,-1.4000000000000001,True
21,A,0.0,0.0,0.0,0.0,-1.4000000000000001,True
21,B,4.0,0.0,0.0,0.0,-1.4000000000000001,True
21,C,3.0,0.0,0.0,0.0,-1.4000000000000001,True
22,A,0.0,0.0,0.0,0.0,-1.4000000000000001,True
22,B,4.0,0.0,0.0,0.0,-1.4000000000000001,True
22,C,3.0,0.0,0.0,0.0,-1.4000000000000001,True
23,A,0.0,0.0,0.0,0.0,-1.4000000000000001,True
23,B,4.0,0.0,0.0,0.0,-1.4000000000000001,True
23,C,3.0,0.0,0.0,0.0,-1.4000000000000001,True
24,A,0.0,0.0,2.0,0.0,-1.4200000000000002,True
24,B,4.0,0.0,0.0,0.0,-1.4200000000000002,True
24,C,3.0,0.0,0.0,0.0,-1.4200000000000002,True
25,A,0.0,0.0,14.0,0.0,-1.4200000000000002,True
25,B,4.0,0.0,0.0,0.0,-1.4200000000000002,True
25,C,3.0,0.0,0.0,0.0,-1.4200000000000002,True
26,A,0.0,0.0,0.0,0.0,-1.4000000000000001,True
26,B,4.0,0.0,0.0,0.0,-1.4000000000000001,True
26,C,3.0,0.0,0.0,0.0,-1.4000000000000001,True
27,A,0.0,0.0,0.0,0.0,-1.4400000000000002,True
27,B,4.0,0.0,10.0,0.0,-1.4400000000000002,True
27,C,3.0,0.0,8.0,0.0,-1.4400000000000002,True
28,A,0.0,0.0,0.0,0.0,-1.4200000000000002,True
28,B,4.0,0.0,0.0,0.0,-1.4200000000000002,True
28,C,3.0,0.0,7.0,0.0,-1.4200000000000002,True
29,A,0.0,0.0,0.0,0.0,-1.4200000000000002,True
29,B,4.0,0.0,6.0,0.0,-1.4200000000000002,True
29,C,3.0,0.0,0.0,0.0,-1.4200000000000002,True
30,A,0.0,0.0,0.0,0.0,-1.4000000000000001,True
30,B,4.0,0.0,0.0,0.0,-1.4000000000000001,True
30,C,3.0,0.0,0.0,0.0,-1.4000000000000001,True
31,A,0.0,0.0,13.0,0.0,74.18,True
31,B,1.0,0.0,3.0,0.0,74.18,True
31,C,3.0,0.0,0.0,0.0,74.18,True
32,A,0.0,0.0,0.0,0.0,-0.8400000000000001,True
32,B,1.0,0.0,7.0,0.0,-0.8400000000000001,True
32,C,3.0,0.0,10.0,0.0,-0.8400000000000001,True
33,A,0.0,0.0,10.0,0.0,-0.8400000000000001,True
33,B,1.0,0.0,3.0,0.0,-0.8400000000000001,True
33,C,3.0,0.0,0.0,0.0,-0.8400000000000001,True
34,A,0.0,0.0,0.0,0.0,-0.8,True
34,B,1.0,0.0,0.0,0.0,-0.8,True
34,C,3.0,0.0,0.0,0.0,-0.8,True
35,A,0.0,0.0,0.0,0.0,-0.8,True
35,B,1.0,0.0,0.0,0.0,-0.8,True
35,C,3.0,0.0,0.0,0.0,-0.8,True
36,A,0.0,0.0,5.0,0.0,-0.8200000000000001,True
36,B,1.0,0.0,0.0,0.0,-0.8200000000000001,True
36,C,3.0,0.0,0.0,0.0,-0.8200000000000001,True
37,A,0.0,0.0,0.0,0.0,-0.8200000000000001,True
37,B,1.0,0.0,8.0,0.0,-0.8200000000000001,True
37,C,3.0,0.0,0.0,0.0,-0.8200000000000001,True
38,A,0.0,0.0,0.0,0.0,-0.8400000000000001,True
38,B,1.0,0.0,7.0,0.0,-0.8400000000000001,True
38,C,3.0,0.0,8.0,0.0,-0.8400000000000001,True
39,A,0.0,0.0,13.0,0.0,-0.8200000000000001,True
39,B,1.0,0.0,0.0,0.0,-0.8200000000000001,True
39,C,3.0,0.0,0.0,0.0,-0.8200000000000001,True
40,A,0.0,0.0,8.0,0.0,-0.8600000000000001,True
40,B,1.0,0.0,8.0,0.0,-0.8600000000000001,True
40,C,3.0,0.0,8.0,0.0,-0.8600000000000001,True
41,A,0.0,0.0,0.0,0.0,-0.8,True
41,B,1.0,0.0,0.0,0.0,-0.8,True
41,C,3.0,0.0,0.0,0.0,-0.8,True
42,A,0.0,0.0,10.0,0.0,-0.8200000000000001,True
42,B,1.0,0.0,0.0,0.0,-0.8200000000000001,True
42,C,3.0,0.0,0.0,0.0,-0.8200000000000001,True
43,A,0.0,0.0,0.0,0.0,-0.8,True
43,B,1.0,0.0,0.0,0.0,-0.8,True
43,C,3.0,0.0,0.0,0.0,-0.8,True
44,A,0.0,0.0,9.0,0.0,-0.8200000000000001,True
44,B,1.0,0.0,0.0,0.0,-0.8200000000000001,True
44,C,3.0,0.0,0.0,0.0,-0.8200000000000001,True
45,A,0.0,0.0,0.0,0.0,-0.8400000000000001,True
45,B,1.0,0.0,3.0,0.0,-0.8400000000000001,True
45,C,3.0,0.0,9.0,0.0,-0.8400000000000001,True
46,A,0.0,0.0,8.0,0.0,-0.8400000000000001,True
46,B,1.0,0.0,0.0,0.0,-0.8400000000000001,True
46,C,3.0,0.0,7.0,0.0,-0.8400000000000001,True
47,A,0.0,0.0,5.0,0.0,-0.8200000000000001,True
47,B,1.0,0.0,0.0,0.0,-0.8200000000000001,True
47,C,3.0,0.0,0.0,0.0,-0.8200000000000001,True
48,A,0.0,0.0,0.0,0.0,-0.8200000000000001,True
48,B,1.0,0.0,6.0,0.0,-0.8200000000000001,True
48,C,3.0,0.0,0.0,0.0,-0.8200000000000001,True
49,A,0.0,0.0,0.0,0.0,-0.8,True
49,B,1.0,0.0,0.0,0.0,-0.8,True
49,C,3.0,0.0,0.0,0.0,-0.8,True
50,A,0.0,0.0,0.0,0.0,-0.8400000000000001,True
