Time,Node,Stock,Action,Demand,Delivery,Reward,Backlog
1,A,30.0,0.0,0.0,0.0,9.0,False
1,B,30.0,0.0,0.0,0.0,9.0,False
1,C,30.0,0.0,0.0,0.0,9.0,False
2,A,24.0,0.0,6.0,0.0,-37.50000047683716,False
2,B,27.0,0.0,3.0,0.0,-37.50000047683716,False
2,C,24.0,50.0,6.0,0.0,-37.50000047683716,False
3,A,24.0,0.0,0.0,0.0,-67.50000047683716,False
3,B,27.0,0.0,0.0,0.0,-67.50000047683716,False
3,C,24.0,50.0,0.0,0.0,-67.50000047683716,False
4,A,24.0,0.0,0.0,0.0,-42.50000047683716,False
4,B,27.0,0.0,0.0,0.0,-42.50000047683716,False
4,C,24.0,25.0,0.0,0.0,-42.50000047683716,False
5,A,24.0,0.0,0.0,0.0,-42.50000047683716,False
5,B,27.0,0.0,0.0,0.0,-42.50000047683716,False
5,C,24.0,25.0,0.0,0.0,-42.50000047683716,False
6,A,24.0,0.0,0.0,0.0,-42.50000047683716,False
6,B,27.0,0.0,0.0,0.0,-42.50000047683716,False
6,C,24.0,25.0,0.0,0.0,-42.50000047683716,False
7,A,19.0,0.0,5.0,0.0,-18.100000381469727,False
7,B,22.0,0.0,5.0,0.0,-18.100000381469727,False
7,C,70.0,25.0,4.0,50.0,-18.100000381469727,False
8,A,19.0,0.0,0.0,0.0,-76.10000038146973,False
8,B,22.0,0.0,0.0,0.0,-76.10000038146973,False
8,C,120.0,50.0,0.0,50.0,-76.10000038146973,False
9,A,19.0,0.0,0.0,0.0,-78.60000038146973,False
9,B,22.0,0.0,0.0,0.0,-78.60000038146973,False
9,C,145.0,50.0,0.0,25.0,-78.60000038146973,False
10,A,19.0,0.0,0.0,0.0,-81.10000038146973,False
10,B,22.0,0.0,0.0,0.0,-81.10000038146973,False
10,C,170.0,50.0,0.0,25.0,-81.10000038146973,False
11,A,19.0,0.0,0.0,0.0,-83.60000038146973,False
11,B,22.0,0.0,0.0,0.0,-83.60000038146973,False
11,C,195.0,50.0,0.0,25.0,-83.60000038146973,False
12,A,13.0,25.0,6.0,0.0,-49.89999961853027,False
12,B,12.0,0.0,10.0,0.0,-49.89999961853027,False
12,C,214.0,25.0,6.0,25.0,-49.89999961853027,False
13,A,13.0,25.0,0.0,0.0,-98.89999961853027,False
13,B,12.0,0.0,0.0,0.0,-98.89999961853027,False
13,C,264.0,25.0,0.0,50.0,-98.89999961853027,False
14,A,13.0,25.0,0.0,0.0,-103.9000015258789,False
14,B,12.0,0.0,0.0,0.0,-103.9000015258789,False
14,C,314.0,25.0,0.0,50.0,-103.9000015258789,False
15,A,13.0,25.0,0.0,0.0,-108.9000015258789,False
15,B,12.0,0.0,0.0,0.0,-108.9000015258789,False
15,C,364.0,25.0,0.0,50.0,-108.9000015258789,False
16,A,13.0,25.0,0.0,0.0,-113.9000015258789,False
16,B,12.0,0.0,0.0,0.0,-113.9000015258789,False
16,C,414.0,25.0,0.0,50.0,-113.9000015258789,False
17,A,33.0,25.0,5.0,25.0,-72.70000076293945,False
17,B,4.0,0.0,8.0,0.0,-72.70000076293945,False
17,C,430.0,25.0,9.0,25.0,-72.70000076293945,False
18,A,58.0,25.0,0.0,25.0,-121.70000076293945,False
18,B,4.0,0.0,0.0,0.0,-121.70000076293945,False
18,C,455.0,25.0,0.0,25.0,-121.70000076293945,False
19,A,83.0,25.0,0.0,25.0,-126.70000076293945,False
19,B,4.0,0.0,0.0,0.0,-126.70000076293945,False
19,C,480.0,25.0,0.0,25.0,-126.70000076293945,False
20,A,108.0,25.0,0.0,25.0,-131.70000076293945,False
20,B,4.0,0.0,0.0,0.0,-131.70000076293945,False
20,C,505.0,25.0,0.0,25.0,-131.70000076293945,False
21,A,133.0,25.0,0.0,25.0,-136.6999969482422,False
21,B,4.0,0.0,0.0,0.0,-136.6999969482422,False
21,C,530.0,25.0,0.0,25.0,-136.6999969482422,False
22,A,154.0,25.0,4.0,25.0,-120.69999694824219,False
22,B,3.0,0.0,1.0,0.0,-120.69999694824219,False
22,C,550.0,25.0,5.0,25.0,-120.69999694824219,False
23,A,179.0,25.0,0.0,25.0,-145.6999969482422,False
23,B,3.0,0.0,0.0,0.0,-145.6999969482422,False
23,C,575.0,25.0,0.0,25.0,-145.6999969482422,False
24,A,204.0,25.0,0.0,25.0,-150.6999969482422,False
24,B,3.0,0.0,0.0,0.0,-150.6999969482422,False
24,C,600.0,25.0,0.0,25.0,-150.6999969482422,False
25,A,229.0,25.0,0.0,25.0,-155.6999969482422,False
