Time,Node,Stock,Action,Demand,Delivery,Reward,Backlog
26,A,636.0,50.0,0.0,25.0,-254.6999969482422,False
26,B,568.0,0.0,7.0,0.0,-254.6999969482422,False
26,C,533.0,25.0,0.0,0.0,-254.6999969482422,False
27,A,679.0,25.0,7.0,50.0,-291.0,False
27,B,613.0,25.0,5.0,50.0,-291.0,False
27,C,558.0,50.0,0.0,25.0,-291.0,False
28,A,704.0,50.0,0.0,25.0,-359.90000915527344,False
28,B,632.0,50.0,6.0,25.0,-359.90000915527344,False
28,C,583.0,50.0,0.0,25.0,-359.90000915527344,False
29,A,754.0,0.0,0.0,50.0,-248.90000915527344,False
29,B,627.0,50.0,5.0,0.0,-248.90000915527344,False
29,C,608.0,0.0,0.0,25.0,-248.90000915527344,False
30,A,779.0,25.0,0.0,25.0,-338.90000915527344,False
30,B,652.0,25.0,0.0,25.0,-338.90000915527344,False
30,C,658.0,50.0,0.0,50.0,-338.90000915527344,False
31,A,829.0,0.0,0.0,50.0,-281.3000030517578,False
31,B,696.0,25.0,6.0,50.0,-281.3000030517578,False
31,C,708.0,25.0,0.0,50.0,-281.3000030517578,False
32,A,817.0,50.0,12.0,0.0,-333.1000061035156,False
32,B,746.0,25.0,0.0,50.0,-333.1000061035156,False
32,C,708.0,25.0,0.0,0.0,-333.1000061035156,False
33,A,841.0,25.0,1.0,25.0,-305.0,False
33,B,771.0,25.0,0.0,25.0,-305.0,False
33,C,758.0,0.0,0.0,50.0,-305.0,False
34,A,841.0,25.0,0.0,0.0,-243.40000915527344,False
34,B,790.0,0.0,6.0,25.0,-243.40000915527344,False
34,C,773.0,0.0,10.0,25.0,-243.40000915527344,False
35,A,891.0,0.0,0.0,50.0,-256.0,False
35,B,801.0,25.0,14.0,25.0,-256.0,False
35,C,798.0,0.0,0.0,25.0,-256.0,False
36,A,916.0,50.0,0.0,25.0,-369.3000030517578,False
36,B,819.0,25.0,7.0,25.0,-369.3000030517578,False
36,C,798.0,25.0,0.0,0.0,-369.3000030517578,False
37,A,941.0,25.0,0.0,25.0,-350.8000030517578,False
37,B,819.0,0.0,0.0,0.0,-350.8000030517578,False
37,C,798.0,50.0,0.0,0.0,-350.8000030517578,False
38,A,936.0,0.0,5.0,0.0,-330.20001220703125,False
38,B,838.0,25.0,6.0,25.0,-330.20001220703125,False
38,C,798.0,50.0,0.0,0.0,-330.20001220703125,False
39,A,986.0,50.0,0.0,50.0,-436.70001220703125,False
39,B,858.0,50.0,5.0,25.0,-436.70001220703125,False
39,C,823.0,50.0,0.0,25.0,-436.70001220703125,False
40,A,1011.0,25.0,0.0,25.0,-397.9000244140625,False
40,B,855.0,50.0,3.0,0.0,-397.9000244140625,False
40,C,873.0,25.0,0.0,50.0,-397.9000244140625,False
41,A,1002.0,50.0,9.0,0.0,-357.5,False
41,B,880.0,0.0,0.0,25.0,-357.5,False
41,C,923.0,25.0,0.0,50.0,-357.5,False
42,A,1052.0,0.0,0.0,50.0,-336.6000061035156,False
42,B,921.0,50.0,9.0,50.0,-336.6000061035156,False
42,C,973.0,0.0,0.0,50.0,-336.6000061035156,False
43,A,1077.0,50.0,0.0,25.0,-399.6000061035156,False
43,B,971.0,25.0,0.0,50.0,-399.6000061035156,False
43,C,998.0,0.0,0.0,25.0,-399.6000061035156,False
44,A,1122.0,0.0,5.0,50.0,-361.6000061035156,False
44,B,971.0,50.0,0.0,0.0,-361.6000061035156,False
44,C,1023.0,0.0,0.0,25.0,-361.6000061035156,False
45,A,1122.0,50.0,0.0,0.0,-411.3999938964844,False
45,B,1021.0,50.0,0.0,50.0,-411.3999938964844,False
45,C,1011.0,0.0,12.0,0.0,-411.3999938964844,False
46,A,1172.0,25.0,0.0,50.0,-452.8999938964844,False
46,B,1046.0,25.0,0.0,25.0,-452.8999938964844,False
46,C,1011.0,50.0,0.0,0.0,-452.8999938964844,False
47,A,1162.0,25.0,10.0,0.0,-449.3000183105469,False
47,B,1090.0,50.0,6.0,50.0,-449.3000183105469,False
47,C,1011.0,50.0,0.0,0.0,-449.3000183105469,False
48,A,1212.0,50.0,0.0,50.0,-435.3000183105469,False
48,B,1135.0,50.0,5.0,50.0,-435.3000183105469,False
48,C,1006.0,0.0,5.0,0.0,-435.3000183105469,False
49,A,1233.0,0.0,4.0,25.0,-371.8999938964844,False
49,B,1160.0,0.0,0.0,25.0,-371.8999938964844,False
49,C,1056.0,25.0,0.0,50.0,-371.8999938964844,False
50,A,1255.0,25.0,3.0,25.0,-446.1000061035156,False
50,B,1210.0,50.0,0.0,50.0,-446.1000061035156,False
50,C,1106.0,0.0,0.0,50.0,-446.1000061035156,False
51,A,1305.0,50.0,0.0,50.0,-487.1000061035156,False
51,B,1260.0,50.0,0.0,50.0,-487.1000061035156,False
51,C,1106.0,0.0,0.0,0.0,-487.1000061035156,False
52,A,1305.0,0.0,0.0,0.0,-404.6000061035156,False
52,B,1260.0,25.0,0.0,0.0,-404.6000061035156,False
52,C,1131.0,0.0,0.0,25.0,-404.6000061035156,False
