Time,Node,Stock,Action,Demand,Delivery,Reward,Backlog
1,A,30.0,0.0,0.0,0.0,0.0,False
1,B,28.0,0.0,0.0,0.0,0.0,False
1,C,32.0,0.0,0.0,0.0,0.0,False
2,A,18.0,0.0,12.0,0.0,0.0,False
2,B,19.0,0.0,9.0,0.0,0.0,False
2,C,32.0,0.0,0.0,0.0,0.0,False
3,A,6.0,0.0,12.0,0.0,511.2,False
3,B,19.0,0.0,0.0,0.0,511.2,False
3,C,32.0,0.0,0.0,0.0,511.2,False
4,A,0.0,0.0,10.0,0.0,288.6,True
4,B,19.0,0.0,0.0,0.0,288.6,False
4,C,32.0,0.0,0.0,0.0,288.6,False
5,A,0.0,0.0,0.0,0.0,139.72,True
5,B,19.0,0.0,0.0,0.0,139.72,False
5,C,19.0,0.0,13.0,0.0,139.72,False
6,A,0.0,0.0,9.0,0.0,317.4,True
6,B,9.0,0.0,10.0,0.0,317.4,False
6,C,12.0,0.0,7.0,0.0,317.4,False
7,A,0.0,0.0,3.0,0.0,420.62,True
7,B,9.0,0.0,0.0,0.0,420.62,False
7,C,2.0,0.0,10.0,0.0,420.62,False
8,A,0.0,0.0,8.0,0.0,247.74,True
8,B,0.0,0.0,9.0,0.0,247.74,False
8,C,2.0,0.0,0.0,0.0,247.74,False
9,A,0.0,70.0,0.0,0.0,224.44,True
9,B,0.0,70.0,0.0,0.0,224.44,False
9,C,2.0,30.0,0.0,0.0,224.44,False
10,A,0.0,70.0,0.0,0.0,-1820.4,True
10,B,0.0,70.0,0.0,0.0,-1820.4,False
10,C,2.0,30.0,0.0,0.0,-1820.4,False
11,A,0.0,70.0,9.0,0.0,-1820.4,True
11,B,0.0,70.0,7.0,0.0,-1820.4,True
11,C,2.0,30.0,0.0,0.0,-1820.4,False
12,A,37.0,70.0,0.0,70.0,-1820.72,False
12,B,63.0,70.0,0.0,70.0,-1820.72,False
12,C,32.0,30.0,0.0,30.0,-1820.72,False
13,A,98.0,0.0,9.0,70.0,-846.4,False
13,B,133.0,0.0,0.0,70.0,-846.4,False
13,C,62.0,0.0,0.0,30.0,-846.4,False
14,A,168.0,0.0,0.0,70.0,166.4,False
14,B,203.0,0.0,0.0,70.0,166.4,False
14,C,81.0,0.0,11.0,30.0,166.4,False
15,A,238.0,0.0,0.0,70.0,184.6,False
15,B,273.0,0.0,0.0,70.0,184.6,False
15,C,111.0,0.0,0.0,30.0,184.6,False
16,A,238.0,0.0,0.0,0.0,-124.4,False
16,B,273.0,0.0,0.0,0.0,-124.4,False
16,C,111.0,0.0,0.0,0.0,-124.4,False
17,A,238.0,0.0,0.0,0.0,-124.4,False
17,B,264.0,0.0,9.0,0.0,-124.4,False
17,C,111.0,0.0,0.0,0.0,-124.4,False
18,A,238.0,0.0,0.0,0.0,102.39999999999999,False
18,B,253.0,0.0,11.0,0.0,102.39999999999999,False
18,C,111.0,0.0,0.0,0.0,102.39999999999999,False
19,A,227.0,0.0,11.0,0.0,154.6,False
19,B,239.0,0.0,14.0,0.0,154.6,False
19,C,106.0,0.0,5.0,0.0,154.6,False
20,A,216.0,0.0,11.0,0.0,635.6,False
20,B,232.0,0.0,7.0,0.0,635.6,False
20,C,92.0,0.0,14.0,0.0,635.6,False
21,A,216.0,0.0,0.0,0.0,692.0,False
21,B,225.0,0.0,7.0,0.0,692.0,False
21,C,87.0,0.0,5.0,0.0,692.0,False
22,A,206.0,0.0,10.0,0.0,194.39999999999998,False
22,B,220.0,0.0,5.0,0.0,194.39999999999998,False
22,C,79.0,0.0,8.0,0.0,194.39999999999998,False
23,A,195.0,0.0,11.0,0.0,474.0,False
23,B,220.0,0.0,0.0,0.0,474.0,False
23,C,79.0,0.0,0.0,0.0,474.0,False
24,A,195.0,0.0,0.0,0.0,176.2,False
24,B,220.0,0.0,0.0,0.0,176.2,False
24,C,73.0,0.0,6.0,0.0,176.2,False
25,A,195.0,0.0,0.0,0.0,52.400000000000006,False
25,B,220.0,0.0,0.0,0.0,52.400000000000006,False
25,C,73.0,0.0,0.0,0.0,52.400000000000006,False
26,A,195.0,0.0,0.0,0.0,-97.6,False
26,B,213.0,0.0,7.0,0.0,-97.6,False
26,C,68.0,0.0,5.0,0.0,-97.6,False
27,A,195.0,0.0,0.0,0.0,204.8,False
27,B,200.0,0.0,13.0,0.0,204.8,False
27,C,68.0,0.0,0.0,0.0,204.8,False
28,A,187.0,0.0,8.0,0.0,232.4,False
28,B,193.0,0.0,7.0,0.0,232.4,False
28,C,61.0,0.0,7.0,0.0,232.4,False
29,A,172.0,0.0,15.0,0.0,461.8,False
29,B,185.0,0.0,8.0,0.0,461.8,False
29,C,61.0,0.0,0.0,0.0,461.8,False
30,A,172.0,0.0,0.0,0.0,491.4,False
30,B,185.0,0.0,0.0,0.0,491.4,False
30,C,61.0,0.0,0.0,0.0,491.4,False
31,A,164.0,0.0,8.0,0.0,-83.60000000000001,False
31,B,185.0,0.0,0.0,0.0,-83.60000000000001,False
31,C,61.0,0.0,0.0,0.0,-83.60000000000001,False
32,A,164.0,0.0,0.0,0.0,117.99999999999999,False
32,B,176.0,0.0,9.0,0.0,117.99999999999999,False
32,C,61.0,0.0,0.0,0.0,117.99999999999999,False
33,A,164.0,0.0,0.0,0.0,144.8,False
33,B,176.0,0.0,0.0,0.0,144.8,False
33,C,61.0,0.0,0.0,0.0,144.8,False
34,A,164.0,0.0,0.0,0.0,-80.2,False
34,B,167.0,0.0,9.0,0.0,-80.2,False
34,C,61.0,0.0,0.0,0.0,-80.2,False
35,A,164.0,0.0,0.0,0.0,146.6,False
35,B,156.0,0.0,11.0,0.0,146.6,False
35,C,52.0,0.0,9.0,0.0,146.6,False
36,A,164.0,0.0,0.0,0.0,425.6,False
36,B,156.0,0.0,0.0,0.0,425.6,False
36,C,52.0,0.0,0.0,0.0,425.6,False
37,A,164.0,0.0,0.0,0.0,-74.4,False
37,B,147.0,0.0,9.0,0.0,-74.4,False
37,C,52.0,0.0,0.0,0.0,-74.4,False
38,A,164.0,0.0,0.0,0.0,152.39999999999998,False
38,B,147.0,0.0,0.0,0.0,152.39999999999998,False
38,C,46.0,0.0,6.0,0.0,152.39999999999998,False
39,A,152.0,0.0,12.0,0.0,78.6,False
39,B,147.0,0.0,0.0,0.0,78.6,False
39,C,46.0,0.0,0.0,0.0,78.6,False
40,A,138.0,0.0,14.0,0.0,231.0,False
40,B,143.0,0.0,4.0,0.0,231.0,False
40,C,46.0,0.0,0.0,0.0,231.0,False
41,A,133.0,0.0,5.0,0.0,384.6,False
41,B,134.0,0.0,9.0,0.0,384.6,False
41,C,33.0,0.0,13.0,0.0,384.6,False
42,A,122.0,0.0,11.0,0.0,615.0,False
42,B,134.0,0.0,0.0,0.0,615.0,False
42,C,19.0,0.0,14.0,0.0,615.0,False
43,A,122.0,0.0,0.0,0.0,570.0,False
43,B,134.0,0.0,0.0,0.0,570.0,False
43,C,10.0,0.0,9.0,0.0,570.0,False
44,A,112.0,0.0,10.0,0.0,171.8,False
44,B,134.0,0.0,0.0,0.0,171.8,False
44,C,0.0,0.0,10.0,0.0,171.8,False
45,A,104.0,0.0,8.0,0.0,450.8,False
45,B,120.0,0.0,14.0,0.0,450.8,False
45,C,0.0,0.0,0.0,0.0,450.8,False
46,A,104.0,0.0,0.0,0.0,505.2,False
46,B,114.0,0.0,6.0,0.0,505.2,False
46,C,0.0,0.0,9.0,0.0,505.2,True
47,A,92.0,0.0,12.0,0.0,106.22,False
47,B,108.0,0.0,6.0,0.0,106.22,False
47,C,0.0,0.0,11.0,0.0,106.22,True
48,A,92.0,0.0,0.0,0.0,409.78,False
48,B,108.0,0.0,0.0,0.0,409.78,False
48,C,0.0,0.0,9.0,0.0,409.78,True
49,A,92.0,0.0,0.0,0.0,-40.18,False
49,B,108.0,0.0,0.0,0.0,-40.18,False
49,C,0.0,0.0,0.0,0.0,-40.18,True
50,A,92.0,0.0,0.0,0.0,-40.0,False
50,B,108.0,0.0,0.0,0.0,-40.0,False
50,C,0.0,0.0,0.0,0.0,-40.0,True
51,A,92.0,0.0,0.0,0.0,-40.0,False
51,B,108.0,0.0,0.0,0.0,-40.0,False
51,C,0.0,0.0,0.0,0.0,-40.0,True
52,A,82.0,0.0,10.0,0.0,-40.0,False
52,B,108.0,0.0,0.0,0.0,-40.0,False
52,C,0.0,0.0,0.0,0.0,-40.0,True
