Time,Node,Stock,Action,Demand,Delivery,Reward,Backlog
1,A,30.0,0.0,0.0,0.0,9.0,False
1,B,28.0,0.0,0.0,0.0,9.0,False
1,C,32.0,0.0,0.0,0.0,9.0,False
2,A,30.0,0.0,0.0,0.0,-129.0,False
2,B,28.0,50.0,0.0,0.0,-129.0,False
2,C,32.0,50.0,0.0,0.0,-129.0,False
3,A,20.0,0.0,10.0,0.0,-237.0,False
3,B,28.0,50.0,0.0,0.0,-237.0,False
3,C,32.0,50.0,0.0,0.0,-237.0,False
4,A,15.0,0.0,5.0,0.0,-483.5,False
4,B,28.0,50.0,0.0,0.0,-483.5,False
4,C,32.0,50.0,0.0,0.0,-483.5,False
5,A,15.0,50.0,0.0,0.0,-1047.0,False
5,B,78.0,50.0,0.0,50.0,-1047.0,False
5,C,82.0,50.0,0.0,50.0,-1047.0,False
6,A,4.0,0.0,11.0,0.0,-2008.2999992370605,False
6,B,122.0,50.0,6.0,50.0,-2008.2999992370605,False
6,C,132.0,50.0,0.0,50.0,-2008.2999992370605,False
7,A,4.0,0.0,0.0,0.0,-4043.7999992370605,False
7,B,172.0,50.0,0.0,50.0,-4043.7999992370605,False
7,C,174.0,50.0,8.0,50.0,-4043.7999992370605,False
8,A,54.0,0.0,0.0,50.0,-8103.899997711182,False
8,B,215.0,50.0,7.0,50.0,-8103.899997711182,False
8,C,224.0,50.0,0.0,50.0,-8103.899997711182,False
9,A,42.0,0.0,12.0,0.0,-16206.599994659424,False
9,B,265.0,50.0,0.0,50.0,-16206.599994659424,False
9,C,274.0,50.0,0.0,50.0,-16206.599994659424,False
10,A,42.0,0.0,0.0,0.0,-32413.599990844727,False
10,B,306.0,50.0,9.0,50.0,-32413.599990844727,False
10,C,317.0,50.0,7.0,50.0,-32413.599990844727,False
11,A,42.0,0.0,0.0,0.0,-64869.19998168945,False
11,B,356.0,50.0,0.0,50.0,-64869.19998168945,False
11,C,367.0,50.0,0.0,50.0,-64869.19998168945,False
12,A,40.0,0.0,2.0,0.0,-129731.59996795654,False
12,B,406.0,50.0,0.0,50.0,-129731.59996795654,False
12,C,411.0,50.0,6.0,50.0,-129731.59996795654,False
13,A,40.0,0.0,0.0,0.0,-259489.1999359131,False
13,B,456.0,50.0,0.0,50.0,-259489.1999359131,False
13,C,461.0,50.0,0.0,50.0,-259489.1999359131,False
14,A,40.0,0.0,0.0,0.0,-518958.9998703003,False
14,B,492.0,50.0,14.0,50.0,-518958.9998703003,False
14,C,511.0,50.0,0.0,50.0,-518958.9998703003,False
15,A,32.0,0.0,8.0,0.0,-1037939.1997375488,False
15,B,542.0,50.0,0.0,50.0,-1037939.1997375488,False
15,C,561.0,50.0,0.0,50.0,-1037939.1997375488,False
16,A,26.0,0.0,6.0,0.0,-2075891.7994766235,False
16,B,592.0,50.0,0.0,50.0,-2075891.7994766235,False
16,C,611.0,50.0,0.0,50.0,-2075891.7994766235,False
17,A,26.0,0.0,0.0,0.0,-4151805.5989456177,False
17,B,642.0,50.0,0.0,50.0,-4151805.5989456177,False
17,C,661.0,50.0,0.0,50.0,-4151805.5989456177,False
18,A,26.0,0.0,0.0,0.0,-8303621.197891235,False
18,B,692.0,50.0,0.0,50.0,-8303621.197891235,False
18,C,711.0,50.0,0.0,50.0,-8303621.197891235,False
19,A,26.0,0.0,0.0,0.0,-16607204.095794678,False
19,B,732.0,50.0,10.0,50.0,-16607204.095794678,False
